NM_MUNICIPIO;NM_LOCAL_VOTACAO;DS_ENDERECO;NM_BAIRRO;NR_CEP;NR_LATITUDE;NR_LONGITUDE
SÃO MIGUEL DO TOCANTINS;ESCOLA MUNICIPAL BELA VISTA - POVOADO ALTO BONITO;POVOADO BELA VISTA;BELA VISTA;77925000;-5.5430693;-47.5156302
PORTO NACIONAL;ESCOLA MUNICIPAL FAUSTINO DIAS DOS SANTOS;REGIÃO MATANÇA;ZONA RURAL;77500000;-10.5601124;-48.5396928
SÃO SALVADOR DO TOCANTINS;COLÉGIO MUNICIPAL BRASIL PARA TODOS;AVENIDA TOCANTINS - N 170;CENTRO;77368000;-12.7478833;-48.2397667
ARAGUANÃ;ESCOLA MUNICIPAL TIRADENTES;RUA NOVA ESQ. COM RUA DO HOSPITAL;CENTRO;77855000;-6.5794233;-48.6441035
XAMBIOÁ;ESCOLA MUNICIPAL GENÍSIA BERNARDO GRANJEIRO;ASSENTAMENTO CAÇADOR;ZONA RURAL;77880000;-6.4747521;-48.377375
FORMOSO DO ARAGUAIA;ALDEIA SÃO JOÃO;ILHA DO BANANAL;ALDEIA INDÍGENA;77470000;-12.0899703;-49.9601637
PRAIA NORTE;ESCOLA MUNICIPAL JEAN PIAGET;POVOADO FOLHA SECA;ZONA RURAL;77970000;-5.5007052;-47.7312213
PORTO NACIONAL;ESCOLA MUNICIPAL ANTONIO BENEDITO BORGES;REASSENTAMENTO SAO FRANCISCO DE ASSIS;ZONA RURAL;77500000;-10.48187162;-48.22586847
OLIVEIRA DE FÁTIMA;ESCOLA MUNICIPAL COMANDANTE SILVINO MASCARENHAS REIS;RUA 03,CENTRO;CENTRO;77558000;-10.7101818;-48.9070476
WANDERLÂNDIA;ESCOLA ESTADUAL DOM PEDRO II;RUA 7 DE SETEMBRO, 337;CENTRO;77860000;-6.8521183;-47.96211
RIO SONO;ESCOLA ESTADUAL IMACULADA CONCEIÇÃO;RUA PRINCIPAL POVOADO MANSINHA;ZONA RURAL;77635000;-9.459365;-47.32683333
ARAGUACEMA;COLÉGIO BOM SUCESSO;ASSENTAMENTO MUIRAQUITAN, S/N;ZONA RURAL;77690000;-8.6845309;-49.2854711
LIZARDA;ESCOLA ESTADUAL AYRTON SENNA DA SILVA;AVENIDA JOSÉ WILSON SIQUEIRA CAMPOS, QD 7, LT 01,;DISTRITO DE ALTO BONITO;77630000;-9.2064101;-47.050864
TOCANTINÓPOLIS;ESCOLA ESTADUAL JOSÉ CARNEIRO DE BRITO (PADRÃO);AVENIDA AYRTON SENNA ,QUADRA 17, LOTE 01;ALTO BONITO;77900000;-6.337663;-47.4255928
PEIXE;ESCOLA MUNICIPAL MESTRE FRANCISCO RIBEIRO;RUA 21 QD 04 LTS 01 A 14 SETOR SUL;SETOR SUL;77460000;-12.0419879;-48.5399054
RECURSOLÂNDIA;ESCOLA MUNICIPAL RECURSO;PRAÇA JOSÉ TAVARES, S/N;CENTRO;77733000;-8.7356404;-47.2421528
ARAGUATINS;ESCOLA ESTADUAL SANTA GERTRUDES;POVOADO VILA FALCAO;ZONA RURAL;77950000;-5.9073635;-48.2150965
RIACHINHO;COLÉGIO ESTADUAL JOÃO XXIII;AVENIDA TRES PODERES, S/N;CENTRO;77893000;-6.4417736;-48.1395212
AXIXÁ DO TOCANTINS;ESCOLA MUNICIPAL SÃO JOSÉ - POVOADO PEQUIZEIRO;RUA PRINCIPAL, S/N POVOADO PEQUIZEIRO;ZONA RURAL;77930000;-5.7027672;-47.74197
ARAGUAÍNA;ESCOLA MUNICIPAL UNIAO;POVOADO PROJETO ALEGRE;ZONA RURAL;77800000;-7.3399667;-48.3006803
BERNARDO SAYÃO;ESCOLA MUNICIPAL TANCREDO DE ALMEIDA NEVES;PA PROVIDÊNCIA;ZONA RURAL;77755000;-8.0658807;-48.8769395
BERNARDO SAYÃO;ESCOLA MUNICIPAL CRIANÇA FELIZ;AV. MIGUEL ANDRADE BATISTA, S/N;CENTRO;77755000;-7.8782969;-48.894841
LAGOA DA CONFUSÃO;ESCOLA ESTADUAL INDÍGENA KUMANA;ALDEIA FONTOURA S/N;ALDEIA INDÍGENA;77493000;-11.3428871;-50.6980935
MONTE DO CARMO;ESCOLA ESTADUAL CHE GUEVARA - ANTIGO PROF. ADONIAS.;REGIAO PASSA TRES (NUCLEO REGIONAL RURAL);ZONA RURAL;77585000;-10.96092966;-48.09161738
FORMOSO DO ARAGUAIA;ALDEIA CANOANÃ;ILHA DO BANANAL;ALDEIA INDÍGENA;77470000;-11.9721495;-49.915733
ANANÁS;ESCOLA MUNICIPAL LEONTINO PEREIRA DE SOUSA;RUA 21 DE ABRIL, S/N;CENTRO;77890000;-6.3712467;-48.0685416
FORMOSO DO ARAGUAIA;ALDEIA BOA ESPERANÇA;ALDEIA BOA ESPERANÇA;ALDEIA INDÍGENA;77470000;-11.44803;-50.0168568
TOCANTÍNIA;ESC. EST. INDÍGENA KRASAPTE (ALDEIA BRUPRE);ALDEIA INDÍGENA BRUPRE;ALDEIA INDÍGENA;77640000;-9.458345;-48.1166183
ARAGUATINS;ESCOLA MUNICIPAL PADRE VITORIO;POVOADO ARAGUANOPOLIS - SOCO;ZONA RURAL;77950000;-5.4540888;-48.3039019
SANTA TEREZA DO TOCANTINS;ESCOLA MUNICIPAL FRANCISCO SOUSA BARROS;PRAÇA DA BÍBLIA, S/N;CENTRO;77615000;-10.2851417;-47.8076408
GOIANORTE;ESCOLA MUNICIPAL DR. JOSÉ RODRIGUES FERREIRA;AVENIDA ANTENOR BARREIRA, S/N;CENTRO;77695000;-8.7762398;-48.93515022
ABREULÂNDIA;ESCOLA MUNICIPAL PAULO FREIRE;PROJETO DE ASSENTAMENTO BARONESA;ZONA RURAL;77693000;-9.2737339;-49.5807685
ARAGUANÃ;ESCOLA ESTADUAL MACHADO DE ASSIS;RUA AURELIANO RIBEIRO, 1228;CENTRO;77855970;-6.5816337;-48.6433285
PALMAS;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PADRE JOSIMO TAVARES;301 NORTE, AV. LO 08 - APM 01;PLANO DIRETOR NORTE;77001212;-10.1707563;-48.3349748
TOCANTÍNIA;CEMIX - WARA;ALDEIA INDÍGENA - CEMIX;ALDEIA INDÍGENA;77640000;-9.5741987;-48.2759221
PARAÍSO DO TOCANTINS;CMEI - SONHO DE CRIANÇA - ARCO-ÍRIS;AV ARARAQUARA S/N;JARDIM PAULISTA;77600000;-10.17212541;-48.89444263
COUTO MAGALHÃES;ESCOLA ESTADUAL ÚLTIMO DE CARVALHO;RUA RIO DA CONCEIÇÃO, S/N - DISTRITO DA PEIXELÂNDIA;ZONA RURAL;77750000;-8.36537452;-49.26457546
ITACAJÁ;ESCOLA DA ALDEIA DANTA CRUZ;ALDEIA INDIGENA SANTA CRUZ -ITACAJÁ TO;ALDEIA INDÍGENA;77720000;-8.4953192;-47.6757641
CARIRI DO TOCANTINS;ESCOLA DE 1. GRAU TARSO DUTRA;RUA 05 - S/N;CENTRO;77085000;-11.8899441;-49.1628765
ARAGUAÇU;ESCOLA MUNICIPAL BRÍCIO LUAN QUEIROZ DIVINO;RUA 18 S/N SETOR VALE DO ARAGUAIA.;VALE DO ARAGUAIA;77475000;-12.942959;-49.8217273
ARAGUAÍNA;ESCOLA MUNICIPAL CABO LUZIMAR MACHADO;POVOADO PONTE;POVOADO PONTE;77838200;-7.2822799;-48.2768519
PALMEIRANTE;ESCOLA MUNICIPAL FIRMINO COELHO DE ARAÚJO;ASSENTAMENTO PACIÊNCIA;ZONA RURAL;77798000;-8.0777264;-48.1880875
SUCUPIRA;ESCOLA ESTADUAL PROFESSORA DIVA GOMES DA SILVEIRA COSTA;AVENIDA TAMBURÍ, S/N;CENTRO;77458000;-11.9872916;-48.9102395
DIANÓPOLIS;ESCOLA MUNICIPAL PROFESSOR RENATO RODRIGUES ALVES;RUA MESTRE ALMEIDA, QUADRA 24, LOTE 23;NOVA CIDADE;77300000;-11.6215026;-46.8299576
SÍTIO NOVO DO TOCANTINS;UBS - UNIDADE BÁSICA DE SAÚDE - POVOADO BOA ESPERANÇA;RUA PRINCIPAL - POVOADO BOA ESPERANÇA;ZONA RURAL;77940000;-5.6295801;-47.6539696
SÃO MIGUEL DO TOCANTINS;ESCOLA MUNICIPAL BOA ESPERANCA - POVOADO IMBIRAL;RUA PRINCIPAL  POVOADO IMBIRAL;ZONA RURAL;77925000;-5.4681719;-47.5593925
DUERÉ;ESCOLA MUNICIPAL NOEME LUSTOSA BARROS;RUA MARECHAL RONDON, S/N;SETOR AEROPORTO;77485000;-11.3371268;-49.2599181
ARAPOEMA;ESCOLA MUNICIPAL JOSÉ DE ANCHIETA;POVOADO MARCO 19;ZONA RURAL;77780000;-7.641725;-48.80081
NOVA ROSALÂNDIA;ESCOLA ESTADUAL REGINA SIQUEIRA CAMPOS;AV TIRADENTES, N. 170;CENTRO;77495000;-10.562263;-48.91186
LAJEADO;COL. EST. NOSSA SENHORA DA PROVIDENCIA;AVENIDA SEBASTIAO DE SALES MONTEIRO, S/N;CENTRO;77645000;-9.753413;-48.3582343
SÃO VALÉRIO;ESCOLA MUNICIPAL CASTELO BRANCO;AVENIDA SERRINHA -  POVOADO DE SERRANÓPOLIS;ZONA RURAL;77390000;-12.0907007;-47.8413418
PALMEIRÓPOLIS;COLÉGIO ESTADUAL PROFESSORA ONEIDES ROSA DE MOURA;RUA 14, 446, CENTRO;CENTRO;77365000;-13.0440517;-48.4112933
PALMEIRANTE;ESCOLA ESTADUAL JOÃO AIRES GABRIEL;AVENIDA TOCANTINS, 1340;CENTRO;77798000;-7.8593258;-47.9287108
NOVA OLINDA;ESCOLA MUNICIPAL ANTONIO PEREIRA DOS SANTOS;AGROVILA DO PA ALTO BONITO (PÉ DE PEQUI);ZONA RURAL;77790000;-7.6428533;-48.2869417
TOCANTÍNIA;ESC. EST. INDÍGENA SUZAWRE (ALDEIA BREJO COMPRIDO);ALDEIA BREJO COMPRIDO;ALDEIA INDÍGENA;77640000;-9.6832906;-48.0915019
ANANÁS;POLO DA UNIVERSIDADE ABERTA DO BRASIL;RUA GETÚLIO VARGAS, S/N, ESQUINA COM RUA PRIMAVERA;CHAPADINHA I;77890000;-6.3731416;-48.074289
ARAGUAÍNA;ESCOLA MUNICIPAL TEREZA HILÁRIO RIBEIRO;RUA DO COLÉGIO S/N;SETOR RAIZAL;77826538;-7.193675799999999;-48.1808974
SILVANÓPOLIS;ESCOLA MUNICIPAL DIRCEU BONANCIM;PA SANTA TEREZA II - ZONA RURAL;ZONA RURAL;77580000;-11.16557148;-47.82337334
ANANÁS;POSTO DE SAÚDE SÃO RAIMUNDO;RUA DO COLÉGIO, S/N, POVOADO SÃO RAIMUNDO;ZONA RURAL;77890000;-6.4028294;-48.094229
NOVA OLINDA;ESCOLA MUNICIPAL LADISLAU DE OLIVEIRA;RUA ITAGUATINS, 885;CENTRO;77790000;-7.6261277;-48.4251274
NOVA OLINDA;ESCOLA MUNICIPAL MARIA LIRA;RUA DUQUE DE CAXIAS, 1753;CENTRO;77790000;-7.6384183;-48.4184633
PARAÍSO DO TOCANTINS;SESC LER - SERVIÇO SOCIAL DO COMÉRCIO TOCANTINS;AVENIDA PRESIDENTE MÉDICI QD.01 LTS.1 A 10, 23 A 32;JARDIM PAULISTA;77600000;-10.15066854;-48.88852104
NATIVIDADE;ESCOLA MUNICIPAL DONA JOSINA PEREIRA NUNES;RUA CENTRAL - POV DE PRINCIPE, S/N;ZONA RURAL;77370000;-11.9386315;-47.6139349
RIACHINHO;POSTO DE SAÚDE DO POVOADO SOROROCA;RUA PRINCIPAL, S/N, POVOADO SOROROCA;ZONA RURAL;77893000;-6.4858215;-48.0895261
GOIATINS;ESCOLA MUNICIPAL PEDRO BENTO DA LUZ;POVOADO CARTUCHO;ZONA RURAL;77770000;-8.1058658;-47.6499803
BARRA DO OURO;ESCOLA MUNICIPAL NEMÉZIO MENDES DE MIRANDA;BARRARIA - AGROVILA AGOSTINHO - POVOADO BOM TEMPO;ZONA RURAL;77765000;-7.4910508;-47.5227796
AXIXÁ DO TOCANTINS;UBS SANTA MARIA (AUDITÓRIO);AV. VILA NOVA, S/N.;CENTRO;77930000;-5.6144491;-47.7711111
TOCANTÍNIA;ESC. MUN. PROF. CONSTANTINO PEDRO DE CASTRO;RUA MANOEL BANDEIRA NEVES, 1193;VILA PLANALTO;77640000;-9.5618082;-48.3712277
CAMPOS LINDOS;ESCOLA MUNICIPAL DUARTE ARAUJO;POVOADO BANDEIRA;ZONA RURAL;77777000;-8.303464;-46.97905
GURUPI;COLEGIO ESTADUAL WALDIR LINS;RUA 08, S/N;WALDIR LINS;77400000;-11.73793665;-49.08811611
LIZARDA;ESCOLA MUNICIPAL SANTA LUZIA;POVOADO SANTA MARIA DA MORADA NOVA;ZONA RURAL;77630000;-8.9607297;-47.2277083
SÍTIO NOVO DO TOCANTINS;ESCOLA MUNICIPAL GETULIO VARGAS - POVOADO JUVERLÂNDIA;RUA PRINCIPAL - POVOADO JUVERLÂNDIA;ZONA RURAL;77940000;-5.5100959;-47.7403414
SÃO MIGUEL DO TOCANTINS;ESCOLA MUNICIPAL TURMA DA MÔNICA - POVOADO BELA VISTA;AV. SIQUEIRA CAMPOS, S/N;BELA VISTA;77925000;-5.5413206;-47.5038394
PONTE ALTA DO TOCANTINS;ESCOLA DE EDUCAÇÃO ESPECIAL AMILSON FRAZÃO DOS REIS - APAE;RUA DAS AMÉRICAS, S/N;SETOR AEROPORTO;77590000;-10.75052833;-47.53626833
ARAGUATINS;ESCOLA MUNICIPAL AURELIANO JOSÉ FERREIRA;POVOADO DA MACAUBA;ZONA RURAL;77950000;-5.8934916;-47.9370241
MONTE DO CARMO;ESCOLA MUNICIPAL MC 4;PROJETO AMARRIO, ZONA RURAL;ZONA RURAL;77585000;-11.10849491;-48.10523503
AUGUSTINÓPOLIS;ESCOLA MUNICIPAL ANACLETO PAULINO DA SILVA;RUA PADRE CÍCERO, S/N (AO LADO DA CRECHE MARIA CAYRES);BOA VISTA;77960000;-5.4673958;-47.8942963
PALMAS;ESCOLA MUNICIPAL CRISPIM PEREIRA ALENCAR;RUA 07 C/ 1A AVENIDA QD 25 LOTE 07;TAQUARUÇU;77080095;-10.31644776;-48.15420664
PEQUIZEIRO;CMEI MÃE TEREZA HILÁRIO RIBEIRO;AVENIDA SÃO PAULO, S/N;SETOR AEROPORTO;77725000;-8.5939995;-48.93716842
SÃO BENTO DO TOCANTINS;ESCOLA MUNICIPAL TRANSBICO;POVOADO VEREDÃO;Povoado veredão;77958000;-5.9797068;-47.8745385
PRAIA NORTE;CENTRO EDUCACIONAL NOGUEIRA LIMA;RUA SAO PAULO, S/N;CENTRO;77970000;-5.4010264;-47.8148327
ARAPOEMA;ESCOLA MUNICIPAL IRMA RITA;RUA FRANCISCO FRUTUOSO DE AGUIAR, S/N;SETOR DOS TEREZIANOS;77780000;-7.6523416;-49.0651632
PARAÍSO DO TOCANTINS;SENAI - PARAÍSO DO TOCANTINS;RUA RESIDÊNCIAL 06, QD 26 APM 01 NOVA FRONTEIRA;SETOR NOVA FRONTEIRA;77600000;-10.2022484;-48.8944117
WANDERLÂNDIA;ESCOLA MUNICIPAL ENGENHEIRO BERNARDO SAYAO;POVOADO FLORESTA, S/N;ZONA RURAL;77860000;-7.0877012;-48.1595295
AUGUSTINÓPOLIS;ESCOLA EMÍLIO MÉDICE;RUA PRINCIPAL, S/N - POVOADO ITAÚBA;ZONA RURAL;77960000;-5.430012;-47.8578942
PALMAS;CENTRO MUNICIPAL DE EDUCACAO INFANTIL CANTINHO DA ALEGRIA;AVENIDA TAQUARI, RUA 07 APM 04;SETOR SANTA BARBARA;77060332;-10.339586;-48.3055708
SAMPAIO;SECRETARIA MUNICIPAL DE SAÚDE;RUA MANOEL MATOS, 210;CENTRO;77980000;-5.352702;-47.87843
PEDRO AFONSO;ESCOLA ESTADUAL DE ANAJANÓPOLIS;POVOADO ANAJANÓPOLIS;ZONA RURAL;77710000;-9.30731;-47.93016
ARAGUATINS;ESCOLA MUNICIPAL RUI BARBOSA;POVOADO TAQUARIZINHO, TO 010;ZONA RURAL;77950000;-5.7863907;-48.1774494
NATIVIDADE;ESCOLA MUNICIPAL ARCHCELINA PACINI VIEIRA;RUA 03, QD 14, LT 01, NOVA ESPERANÇA;CENTRO;77370000;-11.7062672;-47.7293437
IPUEIRAS;ESCOLA MUNICIPAL MARIA ANGÉLICA MARTINS DE SOUSA;POVOADO DE SAO FRANCISCO;ZONA RURAL;77553000;-11.0490085;-48.4301357
ALMAS;ESCOLA MUNICIPAL RAIMUNDO CORDEIRO DE OLIVEIRA;RUA 02, S/N SETOR MONJOLO;SETOR MONJOLO;77310000;-11.56565;-47.1727167
PARANÃ;ESCOLA MUNICIPAL MUCAMBO;POVOADO MUCAMBO;POVOADO MUCAMBO;77360000;-13.22098;-47.8603017
BABAÇULÂNDIA;ESCOLA MUNICIPAL BENJAMIM DE SOUSA PARENTE;POVOADO CEBOLA;ZONA RURAL;77870000;-7.2475558;-48.0330599
PALMAS;COLÉGIO SELLETUS;103 SUL, AVENIDA LO 01, LTS 15 E 17;PLANO DIRETOR SUL;77015028;-10.1883192;-48.3307865
NAZARÉ;ESCOLA MUNICIPAL MARIANO MORAIS;VILA ROBERTINO (POVOADO CARRASCO);ZONA RURAL;77895000;-6.3735393;-47.7413413
ITACAJÁ;ESCOLA DA ALDEIA MANOEL ALVES PEQUENO;ALDEIA MANOEL ALVES PEQUENO ( GOIATINS );ALDEIA INDÍGENA;77720000;-8.4181383;-47.7341933
SÃO BENTO DO TOCANTINS;ESCOLA MUNICIPAL JOSÉ PEREIRA DE ARAÚJO;POV MARTIRES DA TERRA;ZONA RURAL;77958000;-6.0813116;-48.127725
XAMBIOÁ;CAMARA MUNICIPAL;AVENIDA PRESIDENTE VARGAS, 31;CENTRO;77880000;-6.4088388;-48.5381578
COLINAS DO TOCANTINS;ESCOLA ESTADUAL FRANCISCO PEREIRA FELÍCIO;RUA DUQUE DE CAXIAS, N. 1199;NOVO PLANALTO;77760000;-8.0511987;-48.4904719
PONTE ALTA DO TOCANTINS;CAMARA MUNICIPAL DE PONTE ALTA DO TOCANTINS;PRAÇA DOS TRÊS PODERES, S/N;CENTRO;77590000;-10.7466667;-47.5385993
ARAPOEMA;MERCADINHO PEREIRA - SEU TOTO;PRACA DA MATRIZ - POVOADO DE ZE PRETO;ZONA RURAL;77780000;-7.8028933;-48.9310933
FORMOSO DO ARAGUAIA;ALDEIA TXUIRÍ;ILHA DO BANANAL;ALDEIA INDÍGENA;77470000;-11.7826612;-49.9350639
GOIATINS;ESCOLA INDIGENA TOROAKO;ALDEIA INDIGENA PEDRA BRANCA;ALDEIA INDÍGENA;77770000;-8.2998068;-47.636523
SÃO FÉLIX DO TOCANTINS;ESCOLA MUNICIPAL MIGUEL RODRIGUES DE SOUSA;COMUNIDADE QUILOMBOLA POVOADO PRATA;ZONA RURAL;77605000;-10.1396597;-46.4988774
NOVO JARDIM;ESCOLA MUNICIPAL MYRTHES AIRES SILVA;RODOVIA TO-118;POVOADO AMARALINA;77318000;-11.71348;-46.7414417
MATEIROS;ESCOLA MUNICIPAL DA COMUNIDADE GALHÃO;COMUNIDADE GALHÃO;ZONA RURAL;77593000;-10.6048753;-46.2440662
SÃO VALÉRIO;ESCOLA MUNICIPAL RIACHAO I;PROJETO SÃO PEDRO;ZONA RURAL;77390000;-11.6756044;-48.2802064
SILVANÓPOLIS;ESCOLA MUNICIPAL CAMINHO SUAVE;DISTRITO GAMELEIRA, ZONA RURAL;ZONA RURAL;77580000;-10.9781;-47.7431867
RIACHINHO;ESCOLA MUNICIPAL TIRADENTES;RUA PRINCIPAL, S/N, POVOADO GARIMPINHO;ZONA RURAL;77893000;-6.3750889;-48.1555057
SANTA FÉ DO ARAGUAIA;ESCOLA MUNICIPAL CRISTIANO RAMIRO DA SILVA;SEDE - PA DALILA;ZONA RURAL;77848000;-7.156833000000001;-48.721957
ARAGUAÇU;POVOADO MARILÂNDIA - ESCOLA MUNICIPAL ÂNGELO SIRIANO;AVENIDA PRINCIPAL S/N - POVOADO MARILÂNDIA;ZONA RURAL;77475000;-12.9879114;-49.5914732
ANANÁS;ESCOLA ESTADUAL PRESIDENTE COSTA E SILVA;RUA DO COLÉGIO, S/N, POVOADO SAO JOAO;POVOADO SÃO JOÃO;77890000;-6.3016951;-48.2946514
OLIVEIRA DE FÁTIMA;ESCOLA ESTADUAL RIACHUELO;AV. BERNARDO SAYAO   S/ N;CENTRO;77558000;-10.7105484;-48.9058733
BOM JESUS DO TOCANTINS;ESCOLA MUNICIPAL SANTA LUZIA;BR 235, KM 42, POVOADO SANTA LUZIA;ZONA RURAL;77714000;-9.0224266;-47.8382248
FORMOSO DO ARAGUAIA;ESCOLA MUNICIPAL RURAL SEBASTIÃO LOPES DA SILVA;ASSENTAMENTO LAGOA DA ONÇA;ZONA RURAL;77470000;-11.6323978;-49.8499295
LAGOA DA CONFUSÃO;ESCOLA INDÍGENA INY WEBOHONA;ALDEIA BOTO VELHO;ALDEIA INDÍGENA;77493000;-10.5677657;-49.9603098
SANTA TEREZA DO TOCANTINS;ESCOLA MUNICIPAL HORÁCIO JOSÉ RODRIGUES;COMUNIDADE QUILOMBOLA BARRA DA AROEIRA;ZONA RURAL;77615000;-10.2785306;-47.7126785
PALMEIRANTE;ESCOLA MUNICIPAL BARNABÉ PEREIRA DO NASCIMENTO;POVOADO SÃO PEDRO (PAU SECO);ZONA RURAL;77798000;-7.9291955;-48.0888847
PALMEIRAS DO TOCANTINS;ESCOLA MUNICIPAL DUQUE DE CAXIAS;POVOADO DESTILARIA;ZONA RURAL;77913000;-6.6254369;-47.7754047
BURITI DO TOCANTINS;ESCOLA ESTADUAL MINISTRO NEY BRAGA;RUA SAO JOSE, VILA UNIAO;ZONA RURAL;77995000;-5.342714;-48.1909849
CACHOEIRINHA;ESCOLA MUNICIPAL PEQUENO PRINCIPE;CONEGO JOAO LIMA, 1974;CENTRO;77915000;-6.1225144;-47.9228496
NAZARÉ;ESCOLA ESTADUAL PIAÇAVA;POVOADO PIAÇAVA;ZONA RURAL;77895000;-6.3156829;-47.7931934
ARAGUATINS;ESCOLA MUNICIPAL MARINGÁ I;P.A MARINGÁ, TO 010;ZONA RURAL;77950000;-5.4741735;-48.1217589
BANDEIRANTES DO TOCANTINS;ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO;POVOADO MARTINOPOLIS;ZONA RURAL;77783000;-7.9048371;-48.5612699
PARAÍSO DO TOCANTINS;FACULDADE DE EDUCAÇÃO, CIÊNCIAS E LETRAS DE PARAÍSO-TO - FECIPAR;RUA L 20, S/N;SETOR INTERLAGOS;77600000;-10.16489035;-48.88296105
SANTA ROSA DO TOCANTINS;CENTRO CULTURAL DA COM. QUIL. MORRO SÃO JOÃO - VER. E PROF. ELI;COMUNIDADE QUILOMBOLA MORRO DE SAO JOAO;ZONA RURAL;77375000;-11.3271723;-48.3547044
SANTA ROSA DO TOCANTINS;ESCOLA ESTADUAL ZACARIAS NUNES DA SILVEIRA;RUA CENTRAL, S/N;CENTRO;77375000;-11.4487267;-48.1201983
CAMPOS LINDOS;ESCOLA MUNICIPAL ARCANJO SOARES;POVOADO SÍTIO;ZONA RURAL;77777000;-8.0456977;-46.4846618
SANTA FÉ DO ARAGUAIA;ESCOLA MUNICIPAL SAO PAULO;AVENIDA PRINCIPAL, S/N - POVOADO PORTO LEMOS - PONTAO;ZONA RURAL;77848000;-6.8697931;-49.0989617
ARAGUATINS;ESCOLA ESTADUAL FREI SAVINO;POVOADO NATAL;ZONA RURAL;77950000;-5.9076278;-48.2153597
ITAGUATINS;ESCOLA MUNICIPAL MARIA SILVA BARRETO - POVOADO CASTANHEIRO;RUA PRINCIPAL -TO 126 - POV. CASTANHEIRO ZONA RURAL;POVOADO CASTANHEIRA;77920000;-5.678945;-47.567985
DIVINÓPOLIS DO TOCANTINS;CMEI - NOSSA SENHORA DO CARMO;RUA TIRADENTES;CENTRO;77670000;-9.80397;-49.2146833
BERNARDO SAYÃO;ESCOLA MUNICIPAL EVERTON DE ALMEIDA JÚNIOR;VILA UNIÃO;ZONA RURAL;77755000;-7.9423897;-49.0690712
PEQUIZEIRO;ESCOLA MUNICIPAL AMAZONAS;MARGEM DA TRANSCOLINAS - POVOADO VALE DO JUARI;ZONA RURAL;77730000;-8.22290568;-48.95294469
TALISMÃ;ESCOLA MUNICIPAL MORRO ALEGRE - PA TALISMÃ;FAZENDA PROJETO DE ASSENTAMENTO - P.A. TALISMÃ - ZONA RURAL;ZONA RURAL;77483000;-12.6992617;-49.2503267
ARAGUATINS;ESCOLA MUNICIPAL SANTA CRUZ II;RETIRO SANTA CRUZ II;ZONA RURAL;77950000;-5.3614218;-48.3774964
SÍTIO NOVO DO TOCANTINS;ESCOLA ESTADUAL MANOEL ESTEVÃO DE SOUZA;RUA PIAUÍ, 1323;CENTRO;77940000;-5.603169;-47.6328023
LIZARDA;ESCOLA MUNICIPAL EMA;POVOADO EMA;ZONA RURAL;77630000;-9.8204955;-46.9385605
ARAGUAÍNA;ESCOLA MUNICIPAL CANDIDO BARREIRAS GUIMARAES;POVOADO GARIMPINHO;ZONA RURAL;77800000;-7.3321404;-49.2217
JAÚ DO TOCANTINS;ESCOLA MUNICIPAL LOURENÇO BORGES;AVENIDA CENTRAL, POVOADO DE BOAVENTURA;ZONA RURAL;77450000;-12.85587;-48.761825
ITAGUATINS;ESCOLA MUNICIPAL SÃO LUÍS DAS PALMEIRAS;POVOADO SÃO LUIZ DAS PALMEIRAS, S/N. ZONA RURAL.;POVOADO SÃO LUÍS DAS PALMEIRAS;77920000;-5.8728183;-47.4735769
MIRACEMA DO TOCANTINS;ESC. MUN. BRIGADEIRO LISIAS RODRIGUES;RUA EDUARDO DIAS, 2850;SETOR CORRENTINHO;77650000;-9.5875476;-48.4004014
ARAGUACEMA;ESCOLA MUNICIPAL JOSÉ WILSON LEITE;RUA PIRANHAS, QUADRA 23, ESQ. COM A RUA BAHIA;JARDIM PLANALTO;77690000;-8.8247813;-49.5583558
PORTO NACIONAL;ESCOLA MUNICIPAL PAU D'ARCO;ASSENTAMENTO PAU D'ARCO;ZONA RURAL;77000000;-10.4269502;-48.6913004
ARRAIAS;ESCOLA MUNICIPAL POLO DAS MATAS SABINO DOS SANTOS ROSA;COMUNIDADE QUILOMBOLA KALUNGA DO MIMOSO;ZONA RURAL;77330000;-12.927875;-46.9448089
TOCANTINÓPOLIS;ESCOLA MUNICIPAL ALVINO NUNES DA SILVA;POVOADO RIBEIRÃOZINHO;ZONA RURAL;77900000;-6.3144246;-47.4563646
MONTE DO CARMO;ESCOLA MUNICIPAL ZEZÉ PEDREIRA;ASSENTAMENTO CÓRREGO FUNDO/BARREIRINHA;ZONA RURAL;77585000;-10.5592982;-48.2390213
PEDRO AFONSO;UNIDADE BÁSICA DE SAÚDE MARIA CLARA BRASIL DE CARVALHO;RUA 13, S/N, SETOR ANTÔNIO JOAQUIM PIRES MARTINS FILHO;CENTRO;77710000;-9.013965;-48.17303
NATIVIDADE;ESPAÇO ACOL. D. FELIPA F. DE OLIVEIRA DO SANT. SENHOR. DO BONFIM;PRAÇA DA IGREJA, S/N - POVOADO DE BONFIM;ZONA RURAL;77370000;-11.8284436;-47.6145071
GOIANORTE;ESCOLA MUNICIPAL ANTONIO COELHO RIBEIRO;SEDE DA ASSOCIAÇÃO DOS TRABALHADORES DO SANTA RITA II;ZONA RURAL;77695000;-8.73593205;-48.75265364
